epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8278745412826538,0.5535064935684204,0.001,0.8196603059768677,0.6343374252319336
1,0.8301551938056946,0.546968400478363,0.001,0.8164076805114746,0.6384724974632263
2,0.8275578022003174,0.5488163232803345,0.001,0.8250812888145447,0.6081640124320984
3,0.8263541460037231,0.5552982091903687,0.001,0.8185760974884033,0.6549493074417114
4,0.830725371837616,0.5420429706573486,0.001,0.8239970803260803,0.643016517162323
5,0.8271777033805847,0.547528088092804,0.001,0.8149620294570923,0.6570367813110352
6,0.8391510844230652,0.509264349937439,0.0003162278,0.826165497303009,0.6127448081970215
7,0.8428254723548889,0.4891749322414398,0.0003162278,0.8290567398071289,0.6084837317466736
8,0.845866322517395,0.4889656603336334,0.0003162278,0.8344777822494507,0.6156860589981079
9,0.8498574495315552,0.47182175517082214,0.0003162278,0.826165497303009,0.635466992855072
0,0.8466898798942566,0.49104899168014526,0.0003162278,0.8276111483573914,0.617320716381073
1,0.8488438129425049,0.4817013740539551,0.0003162278,0.8352006077766418,0.617533266544342
2,0.8490972518920898,0.47840964794158936,0.0003162278,0.8330321907997131,0.6086224913597107
3,0.8530250191688538,0.47208303213119507,0.0003162278,0.8427900075912476,0.6106566190719604
4,0.8471333384513855,0.4731025695800781,0.0003162278,0.8214672803878784,0.6094138622283936
5,0.8476401567459106,0.4798910617828369,0.0003162278,0.8359233736991882,0.5991237163543701
6,0.8497307300567627,0.4733622670173645,0.0003162278,0.8330321907997131,0.6001228094100952
7,0.8538485765457153,0.4619157016277313,0.000100000005,0.8308637738227844,0.6126452684402466
8,0.8506810069084167,0.46659451723098755,0.000100000005,0.8326707482337952,0.5957422852516174
